enviroment, gi, w, q, x, y
Environment.SHADOWED_URBAN_CELLULAR_RADIO,4e-06,16000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999874, 0.998854, 0.99194, 0.891564, 0.736614, 0.4919, 0.344, 0.219118, 0.06928, 0.027194, 0.004314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,1000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999996, 0.99991, 0.99342, 0.962616, 0.833602, 0.64935, 0.48406, 0.23208, 0.125762, 0.03121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,1000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999976, 0.999544, 0.980992, 0.920298, 0.743502, 0.568236, 0.41017, 0.17889, 0.088326, 0.019936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,1000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999966, 0.999612, 0.996696, 0.934326, 0.811706, 0.580112, 0.419942, 0.28144, 0.101312, 0.043032, 0.007896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,1000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999748, 0.99757, 0.984962, 0.84514, 0.66734, 0.420364, 0.28378, 0.172178, 0.048306, 0.017276, 0.002534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,1000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.99994, 0.998068, 0.988394, 0.95012, 0.709328, 0.499746, 0.273526, 0.166342, 0.088876, 0.018518, 0.00536, 0.000592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,2000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999964, 0.99674, 0.977902, 0.876726, 0.68757, 0.51914, 0.259784, 0.144814, 0.03776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,2000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999992, 0.999856, 0.98995, 0.949014, 0.800374, 0.617594, 0.45671, 0.213224, 0.110932, 0.026176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,2000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999994, 0.999852, 0.99856, 0.958546, 0.863106, 0.64918, 0.482638, 0.333982, 0.132064, 0.060332, 0.011992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,2000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999994, 0.99991, 0.998954, 0.992294, 0.892386, 0.738572, 0.493718, 0.345134, 0.220144, 0.068874, 0.027206, 0.0042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,2000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.99999, 0.999158, 0.994156, 0.970786, 0.77835, 0.581332, 0.340592, 0.218188, 0.12449, 0.029472, 0.009582, 0.001272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,4000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999986, 0.998536, 0.98782, 0.91199, 0.720508, 0.54962, 0.283458, 0.161698, 0.044596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,4000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999926, 0.995002, 0.96892, 0.850812, 0.665248, 0.49697, 0.244088, 0.13199, 0.033608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,4000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999942, 0.999382, 0.975936, 0.906208, 0.719576, 0.54477, 0.388672, 0.166318, 0.080618, 0.017662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,4000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999998, 0.99997, 0.99959, 0.996156, 0.93004, 0.80331, 0.569852, 0.411276, 0.275334, 0.096944, 0.041094, 0.007468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,4000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99968, 0.997336, 0.98387, 0.840214, 0.660816, 0.414326, 0.27841, 0.1685, 0.047008, 0.01654, 0.002376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,8000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999358, 0.993824, 0.938496, 0.743804, 0.571288, 0.301958, 0.176746, 0.050574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,8000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999984, 0.997624, 0.982482, 0.8914, 0.702414, 0.532988, 0.271202, 0.151726, 0.040514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,8000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999988, 0.99976, 0.987282, 0.939478, 0.781798, 0.601782, 0.4403, 0.200894, 0.10284, 0.023844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,8000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999988, 0.999858, 0.99849, 0.957216, 0.859868, 0.64401, 0.477652, 0.332632, 0.129964, 0.059486, 0.011516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,8000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999894, 0.998944, 0.992272, 0.892166, 0.736266, 0.491412, 0.342674, 0.219486, 0.069502, 0.026864, 0.00436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,16000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999744, 0.997132, 0.956862, 0.762404, 0.586504, 0.314478, 0.18711, 0.054832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,16000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.998982, 0.99097, 0.924738, 0.73271, 0.558624, 0.291632, 0.168488, 0.046922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,16000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999918, 0.993502, 0.963728, 0.83662, 0.652456, 0.486284, 0.234684, 0.126714, 0.031038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,16000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999956, 0.999314, 0.975362, 0.904796, 0.717756, 0.54143, 0.388036, 0.165196, 0.080796, 0.017046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.SHADOWED_URBAN_CELLULAR_RADIO,8e-06,16000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99995, 0.999568, 0.996332, 0.929886, 0.80405, 0.57165, 0.410126, 0.275256, 0.097248, 0.040836, 0.007258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.IN_BUILDING_LINE,4e-06,1000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99996, 0.999898, 0.999632, 0.998992, 0.99778, 0.98987, 0.978452, 0.950748, 0.920614, 0.874622]"

Environment.IN_BUILDING_LINE,4e-06,1000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999988, 0.999818, 0.99943, 0.998186, 0.995956, 0.991558, 0.968902, 0.942374, 0.885582, 0.831406, 0.75733]"

Environment.IN_BUILDING_LINE,4e-06,1000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999994, 0.999954, 0.99988, 0.99968, 0.998106, 0.995174, 0.98723, 0.975848, 0.956648, 0.88554, 0.81956, 0.705116, 0.619174, 0.517708]"

Environment.IN_BUILDING_LINE,4e-06,1000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999974, 0.9999, 0.999546, 0.99901, 0.997532, 0.989224, 0.977572, 0.94795, 0.916202, 0.869652, 0.7321, 0.626396, 0.482342, 0.387634, 0.29571]"

Environment.IN_BUILDING_LINE,4e-06,1000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999984, 0.999964, 0.999682, 0.999082, 0.996986, 0.993646, 0.986596, 0.956774, 0.922108, 0.852294, 0.789086, 0.707304, 0.51632, 0.40285, 0.269456, 0.195396, 0.133818]"

Environment.IN_BUILDING_LINE,4e-06,2000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999984, 0.999964, 0.999778, 0.999598, 0.999094, 0.994858, 0.988448, 0.971566, 0.950902, 0.919014]"

Environment.IN_BUILDING_LINE,4e-06,2000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999988, 0.999932, 0.9998, 0.99908, 0.998074, 0.995826, 0.98316, 0.965932, 0.92521, 0.886164, 0.829344]"

Environment.IN_BUILDING_LINE,4e-06,2000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999992, 0.999986, 0.999948, 0.999894, 0.999242, 0.997844, 0.993032, 0.986628, 0.975208, 0.927688, 0.877134, 0.784264, 0.709026, 0.615162]"

Environment.IN_BUILDING_LINE,4e-06,2000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999986, 0.99994, 0.999832, 0.999576, 0.998964, 0.99474, 0.98791, 0.970052, 0.94826, 0.914626, 0.807206, 0.71619, 0.580814, 0.48628, 0.3845]"

Environment.IN_BUILDING_LINE,4e-06,2000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999994, 0.999978, 0.999858, 0.999566, 0.998678, 0.99684, 0.99352, 0.97558, 0.952736, 0.90268, 0.854076, 0.786396, 0.614384, 0.499626, 0.356954, 0.272064, 0.193168]"

Environment.IN_BUILDING_LINE,4e-06,4000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999986, 0.999944, 0.999828, 0.999586, 0.997802, 0.99476, 0.985012, 0.973118, 0.95198]"

Environment.IN_BUILDING_LINE,4e-06,4000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999982, 0.999918, 0.999702, 0.999268, 0.998152, 0.991408, 0.981936, 0.956744, 0.929356, 0.887984]"

Environment.IN_BUILDING_LINE,4e-06,4000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999998, 0.99998, 0.999968, 0.999662, 0.999072, 0.99689, 0.993742, 0.987154, 0.957462, 0.92363, 0.855856, 0.792384, 0.711932]"

Environment.IN_BUILDING_LINE,4e-06,4000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999988, 0.99991, 0.99989, 0.99955, 0.997532, 0.99423, 0.98427, 0.971392, 0.950044, 0.872344, 0.800208, 0.681322, 0.592526, 0.490594]"

Environment.IN_BUILDING_LINE,4e-06,4000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999998, 0.999972, 0.999854, 0.999466, 0.998722, 0.997028, 0.987374, 0.973818, 0.942384, 0.907584, 0.85648, 0.71322, 0.60595, 0.46183, 0.367572, 0.276198]"

Environment.IN_BUILDING_LINE,4e-06,8000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999986, 0.999954, 0.999844, 0.999108, 0.997612, 0.992876, 0.986302, 0.974086]"

Environment.IN_BUILDING_LINE,4e-06,8000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999, 0.999966, 0.999878, 0.999694, 0.999258, 0.996, 0.991136, 0.976918, 0.96012, 0.932348]"

Environment.IN_BUILDING_LINE,4e-06,8000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 1.0, 1.0, 1.0, 0.999986, 0.999876, 0.999612, 0.998688, 0.997262, 0.994116, 0.977602, 0.956176, 0.911032, 0.86304, 0.798988]"

Environment.IN_BUILDING_LINE,4e-06,8000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999984, 0.999956, 0.999878, 0.999126, 0.99751, 0.992438, 0.985368, 0.973022, 0.92175, 0.869406, 0.774058, 0.694814, 0.601684]"

Environment.IN_BUILDING_LINE,4e-06,8000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 1.0, 0.999998, 0.999986, 0.999936, 0.999798, 0.999498, 0.998794, 0.994366, 0.987328, 0.96798, 0.946052, 0.911362, 0.80062, 0.710022, 0.571086, 0.476348, 0.377552]"

Environment.IN_BUILDING_LINE,4e-06,16000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999994, 0.999966, 0.999644, 0.999136, 0.996946, 0.993728, 0.986754]"

Environment.IN_BUILDING_LINE,4e-06,16000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999, 0.999964, 0.999908, 0.999758, 0.998576, 0.996076, 0.988788, 0.979592, 0.962374]"

Environment.IN_BUILDING_LINE,4e-06,16000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999992, 0.999972, 0.999884, 0.999506, 0.99899, 0.997578, 0.988854, 0.977236, 0.947828, 0.91631, 0.86995]"

Environment.IN_BUILDING_LINE,4e-06,16000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999992, 0.999984, 0.99996, 0.99971, 0.999004, 0.996838, 0.993298, 0.986792, 0.956406, 0.9206, 0.851336, 0.787396, 0.704536]"

Environment.IN_BUILDING_LINE,4e-06,16000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.99999, 0.999954, 0.999838, 0.99955, 0.997514, 0.993868, 0.983966, 0.971186, 0.949224, 0.87097, 0.79932, 0.680334, 0.588144, 0.489148]"

Environment.IN_BUILDING_LINE,8e-06,1000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999994, 0.999966, 0.999852, 0.999586, 0.998958, 0.994784, 0.988506, 0.970984, 0.951004, 0.91855]"

Environment.IN_BUILDING_LINE,8e-06,1000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999988, 0.999918, 0.999752, 0.999134, 0.998038, 0.995716, 0.983202, 0.96589, 0.926444, 0.886138, 0.828368]"

Environment.IN_BUILDING_LINE,8e-06,1000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.99999, 0.999964, 0.99989, 0.999204, 0.997912, 0.993252, 0.98678, 0.975402, 0.927136, 0.87696, 0.7856, 0.70881, 0.615224]"

Environment.IN_BUILDING_LINE,8e-06,1000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999, 0.99997, 0.999814, 0.999528, 0.998908, 0.994662, 0.987938, 0.969754, 0.948364, 0.915216, 0.808054, 0.717296, 0.580976, 0.484806, 0.384848]"

Environment.IN_BUILDING_LINE,8e-06,1000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999994, 0.999982, 0.999858, 0.999618, 0.998624, 0.996962, 0.993616, 0.975734, 0.95244, 0.903256, 0.85394, 0.785994, 0.615018, 0.499938, 0.357664, 0.26918, 0.194506]"

Environment.IN_BUILDING_LINE,8e-06,2000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999992, 0.999954, 0.999866, 0.999618, 0.99781, 0.994474, 0.984788, 0.973178, 0.952894]"

Environment.IN_BUILDING_LINE,8e-06,2000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999994, 0.999966, 0.999936, 0.99968, 0.999252, 0.99816, 0.99147, 0.981712, 0.957444, 0.929938, 0.887546]"

Environment.IN_BUILDING_LINE,8e-06,2000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999998, 0.99999, 0.999954, 0.999676, 0.999058, 0.996922, 0.99362, 0.987154, 0.958062, 0.92347, 0.855318, 0.792058, 0.71093]"

Environment.IN_BUILDING_LINE,8e-06,2000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.99999, 0.999938, 0.999824, 0.999624, 0.99767, 0.994136, 0.984528, 0.971724, 0.94946, 0.872818, 0.7999, 0.683176, 0.591908, 0.491446]"

Environment.IN_BUILDING_LINE,8e-06,2000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99995, 0.999884, 0.999514, 0.998734, 0.997078, 0.98759, 0.974098, 0.941254, 0.907608, 0.856376, 0.714072, 0.60633, 0.460732, 0.367494, 0.276432]"

Environment.IN_BUILDING_LINE,8e-06,4000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999998, 1.0, 0.999984, 0.99996, 0.99986, 0.999118, 0.99758, 0.992922, 0.986292, 0.974148]"

